,Word,Similarity
0,others,0.835126519203186
1,died,0.8074857592582703
2,injured,0.8036751747131348
3,one,0.7871341705322266
4,killed,0.7518384456634521
5,around,0.7261095643043518
6,men,0.7251620888710022
7,caused,0.7163366079330444
8,accident,0.6999150514602661
9,another,0.6933228969573975
10,came,0.6878395080566406
11,days,0.6834768056869507
12,least,0.6803767085075378
13,authorities,0.6778663992881775
14,debris,0.6742368936538696
15,train,0.6721383333206177
16,injuries,0.6713268756866455
17,dead,0.6695918440818787
18,occurred,0.6672431230545044
19,workers,0.666350245475769
20,two,0.6658152341842651
21,four,0.6419070959091187
22,ground,0.6221637725830078
23,near,0.6091226935386658
24,hours,0.6055288314819336
25,three,0.6036949157714844
26,seven,0.5997229218482971
27,monday,0.5920991897583008
28,away,0.588039219379425
29,crash,0.585087776184082
30,left,0.5846480131149292
31,march,0.5761591196060181
32,residents,0.5665479898452759
33,five,0.566089928150177
34,members,0.5651506185531616
35,tuesday,0.5582367777824402
36,thursday,0.5549620985984802
37,cars,0.5522440671920776
38,taken,0.5437040328979492
39,news,0.5402607917785645
40,hospital,0.5290152430534363
41,death,0.5221179723739624
42,car,0.5149984359741211
43,morning,0.5118598937988281
44,collapse,0.5097591280937195
45,man,0.5049535632133484
46,worker,0.5041868686676025
47,wall,0.5027642250061035
48,day,0.5025850534439087
49,scene,0.5020691156387329
