,Word,Similarity
0,others,0.835126519203186
1,died,0.8074857592582703
2,injured,0.8036751747131348
3,one,0.7871341705322266
4,killed,0.7518384456634521
5,around,0.7261095643043518
6,men,0.7251620888710022
7,caused,0.7163366079330444
8,accident,0.6999150514602661
9,another,0.6933228969573975
10,came,0.6878395080566406
11,days,0.6834768056869507
12,least,0.6803767085075378
13,authorities,0.6778663992881775
14,debris,0.6742368936538696
15,train,0.6721383333206177
16,injuries,0.6713268756866455
17,dead,0.6695918440818787
18,occurred,0.6672431230545044
19,workers,0.666350245475769
20,two,0.6658152341842651
21,four,0.6419070959091187
22,ground,0.6221637725830078
23,near,0.6091226935386658
24,hours,0.6055288314819336
25,three,0.6036949157714844
26,seven,0.5997229218482971
27,monday,0.5920991897583008
28,away,0.588039219379425
29,crash,0.585087776184082
30,left,0.5846480131149292
31,march,0.5761591196060181
32,residents,0.5665479898452759
33,five,0.566089928150177
34,members,0.5651506185531616
35,tuesday,0.5582367777824402
36,thursday,0.5549620985984802
37,cars,0.5522440671920776
38,taken,0.5437040328979492
39,news,0.5402607917785645
40,hospital,0.5290152430534363
41,death,0.5221179723739624
42,car,0.5149984359741211
43,morning,0.5118598937988281
44,collapse,0.5097591280937195
45,man,0.5049535632133484
46,worker,0.5041868686676025
47,wall,0.5027642250061035
48,day,0.5025850534439087
49,scene,0.5020691156387329
50,friday,0.4985199570655823
51,30,0.49398601055145264
52,night,0.48679423332214355
53,fell,0.486198753118515
54,known,0.4828997254371643
55,reported,0.4811842739582062
56,still,0.4779316484928131
57,across,0.4768229126930237
58,driver,0.4735833406448364
59,later,0.4694051146507263
60,top,0.46240493655204773
61,working,0.4595179855823517
62,six,0.4474504292011261
63,second,0.44223451614379883
64,north,0.43896007537841797
65,said.the,0.4389253854751587
66,early,0.42932963371276855
67,water,0.4251517653465271
68,many,0.42213547229766846
69,side,0.4052810072898865
70,china,0.40494388341903687
71,truck,0.40378016233444214
72,deaths,0.40275731682777405
73,home,0.3997268080711365
74,large,0.3926381468772888
75,small,0.39128509163856506
76,line,0.3906872570514679
77,west,0.388918936252594
78,center,0.3793202340602875
79,area,0.37927019596099854
80,south,0.37844693660736084
81,,0.36856940388679504
82,floor,0.3645176887512207
83,several,0.36178600788116455
84,world,0.3595830798149109
85,feet,0.3570636510848999
86,chinese,0.35445326566696167
87,15,0.349955677986145
88,cause,0.3455098271369934
89,police,0.3437183201313019
90,official,0.3427608609199524
91,ago,0.34091201424598694
92,accidents,0.33914318680763245
93,along,0.3344833552837372
94,high,0.3341885805130005
95,told,0.3335510790348053
96,took,0.3329784870147705
97,fire,0.33135825395584106
98,—,0.3307892084121704
99,east,0.32734736800193787
