"id","pubyear","title"
"WOS:000246843300046","2007","1,1,2,2-tetrachloroethane reactions with OH-, Cr(II), granular iron, and a copper-iron bimetal: Insights from product formation and associated carbon isotope fractionation"
"WOS:000089822400003","2000","1170 Ma SHRIMP age for Koras Group bimodal volcanism, Northern Cape Province"
"WOS:000326481100003","2013","1,2-Bis(ferrocenyl)dipnictenes: Bimetallic Systems with a Pn=Pn Heavy pi-Spacer (Pn: P, Sb, and Bi)"
"WOS:000229399700157","2005","1.4 and 1.2 ga bimodal A-type magmatism in SW New Mexico and SE Arizona, USA"
"WOS:000259523500009","2008","1,4-dicyanobenzene as a scaffold for the preparation of bimetallic actinide complexes exhibiting metal-metal communication"
"WOS:000174908700141","2002","160x120 pixels optically readable bimaterial infrared detector"
"WOS:000387777700018","2016","1D Ag@Co3O4 Nanocomposite Catalysts Derived from Bimetallic Coordination Polymers"
"WOS:000398362700012","2017","1D Co- and N-Doped Hierarchically Porous Carbon Nanotubes Derived from Bimetallic Metal Organic Framework for Efficient Oxygen and Tri-iodide Reduction Reactions"
"WOS:000208189303069","2010","1D Fe(III)-Mn(III) bimetallic complexes exhibiting slow magnetic relaxations, metamagnetism, and long-range magnetic order"
"WOS:000283264500007","2010","1D periodic bimetallic superstructures by co-assembly of ternary block copolymer/nanoparticle blends"
"WOS:000249782000009","2007","1/f(beta) fluctuations in bimanual coordination: an additional challenge for modeling"
"WOS:000246145503065","2007","2006 BIMW: 2006 Beijing International Materials Week, Pts 1-4"
"WOS:000246145502001","2007","2006 BIMW: 2006 Beijing International Materials Week, Pts 1-4"
"WOS:000246145502118","2007","2006 BIMW: 2006 Beijing International Materials Week, Pts 1-4"
"WOS:000246145502081","2007","2006 BIMW: 2006 Beijing International Materials Week, Pts 1-4"
"WOS:000246145500005","2007","2006 BIMW: 2006 Beijing International Materials Week, Pts 1-4"
"WOS:000246145501016","2007","2006 BIMW: 2006 BEIJING INTERNATIONAL MATERIALS WEEK, PTS 1-4"
"WOS:000246145502031","2007","2006 BIMW: 2006 BEIJING INTERNATIONAL MATERIALS WEEK, PTS 1-4"
"WOS:000246145500120","2007","2006 BIMW: 2006 BEIJING INTERNATIONAL MATERIALS WEEK, PTS 1-4"
"WOS:000246145502064","2007","2006 BIMW: 2006 BEIJING INTERNATIONAL MATERIALS WEEK, PTS 1-4"
"WOS:000246145501038","2007","2006 BIMW: 2006 BEIJING INTERNATIONAL MATERIALS WEEK, PTS 1-4"
"WOS:000246145502108","2007","2006 BIMW: 2006 BEIJING INTERNATIONAL MATERIALS WEEK, PTS 1-4"
"WOS:000246145501080","2007","2006 BIMW: 2006 BEIJING INTERNATIONAL MATERIALS WEEK, PTS 1-4"
"WOS:000246145500046","2007","2006 BIMW: 2006 BEIJING INTERNATIONAL MATERIALS WEEK, PTS 1-4"
"WOS:000246145502122","2007","2006 BIMW: 2006 BEIJING INTERNATIONAL MATERIALS WEEK, PTS 1-4"
"WOS:000246145502039","2007","2006 BIMW: 2006 BEIJING INTERNATIONAL MATERIALS WEEK, PTS 1-4"
