"id","pubyear","title"
"WOS:000337164500071","2012","A utilization approach of BIM for integrated design process"
"WOS:000337164500108","2012","The BIM collaboration hub supporting IDDS: Research issues and their current status"
"WOS:000303257000017","2012","Evaluating Award-Winning BIM Projects Using the National Building Information Model Standard Capability Maturity Model"
"WOS:000212466200004","2012","USING BUILDING INFORMATION MODELING TO ASSESS THE INITIAL EMBODIED ENERGY OF A BUILDING"
"WOS:000310711307149","2012","The Apoptosis Related BIM Is An HSP70-Specific Client Protein"
"WOS:000306786400012","2012","Glucocorticoid-mediated BIM induction and apoptosis are regulated by Runx2 and c-Jun in leukemia cells"
"WOS:000312226800012","2012","Building Information Models for Astronomy Projects"
"WOS:000310713200001","2012","Building Information Modeling (BIM) Overview"
"WOS:000312234601215","2012","Application and Popularization of BIM Technology in Project Management"
"WOS:000311533200022","2012","Querying a building information model for construction-specific spatial information"
"WOS:000210029500005","2012","BUILDING INFORMATION MODELLING (BIM) IMPLEMENTATION AND REMOTE CONSTRUCTION PROJECTS: ISSUES, CHALLENGES, AND CRITIQUES"
"WOS:000310713200016","2012","IMPLEMENTING SUCCESSFUL BUILDING INFORMATION MODELING"
"WOS:000314049600356","2012","A Single Nucleotide Polymorphism in the Coding Sequence of BIM Is Associated with Poor Prognostic in Chronic Myeloid Leukaemia Treated by Imatinib"
"WOS:000337164500077","2012","Infrastructural BIM standards - Development of an Information Delivery Manual for the geotechnical infrastructural design and analysis process"
"WOS:000218172500007","2012","Study on evaluation of building energy efficiency rate using BIM based simulation tool"
"WOS:000380252706005","2012","LEVERAGING BUILDING INFORMATION MODELING TECHNOLOGY IN CONSTRUCTION ENGINEERING AND MANAGEMENT EDUCATION"
"WOS:000214202700010","2012","BIM Handbook: A Guide to Building Information Modeling for Owners, Managers, Designers, Engineers and Contractors"
"WOS:000310713200006","2012","IMPLEMENTING SUCCESSFUL BUILDING INFORMATION MODELING"
"WOS:000319225501053","2012","DEVS-BASED BUILDING INFORMATION MODELING AND SIMULATION FOR EMERGENCY EVACUATION"
"WOS:000310713200010","2012","IMPLEMENTING SUCCESSFUL BUILDING INFORMATION MODELING"
"WOS:000208826501269","2012","MST1 mediates beta cell failure by targeting BIM and destabilising PDX1"
"WOS:000305332600007","2012","Advantages of fibre lasers in 3D metal cutting and welding applications supported by a ""beam in motion (BIM)"" beam delivery system"
"WOS:000310713200025","2012","Implementing Successful Building Information Modeling"
"WOS:000210029500023","2012","OPTIMIZING LOCATION OF TOWER CRANES ON CONSTRUCTION SITES THROUGH GIS AND BIM INTEGRATION"
"WOS:000318470500005","2012","Using Building Information Modeling for Green Interior Simulations and Analyses"
"WOS:000309189106005","2012","Gene polymorphisms of leptin and leptin receptor are associated with BIM and WHR in obese Mexican woman"
"WOS:000337164500076","2012","Defining a building information model for emergency management"
"WOS:000310713200025","2012","IMPLEMENTING SUCCESSFUL BUILDING INFORMATION MODELING"
"WOS:000337164500072","2012","Practical implementation and evidencing the benefits of Building Information Modelling (BIM) across Skanska UK"
"WOS:000337164500008","2012","Building information modeling supporting facilities management"
"WOS:000310713200001","2012","IMPLEMENTING SUCCESSFUL BUILDING INFORMATION MODELING"
"WOS:000337164500040","2012","Rule driven enhancement of BIM models"
"WOS:000380253706051","2012","VIRTUAL CONSTRUCTION plus COLLABORATION LAB: SETTING A NEW PARADIGM FOR BIM EDUCATION"
"WOS:000337114600026","2012","ANALYSING PROCESS-ORIENTED BIM EXECUTION PLAN USING MDM"
"WOS:000310935900040","2012","The Application Of BIM In Intelligent Construction"
"WOS:000214202800003","2012","Building information modelling (BIM): now and beyond"
"WOS:000310713200024","2012","IMPLEMENTING SUCCESSFUL BUILDING INFORMATION MODELING"
"WOS:000337164500105","2012","Collaboration in multi-actor BIM design: A configuration analysis view"
"WOS:000380252706010","2012","INTEGRATING BUILDING INFORMATION MODELING (BIM) IN TEACHING PROJECT SCHEDULING AND CONTROL"
"WOS:000310713200021","2012","IMPLEMENTING SUCCESSFUL BUILDING INFORMATION MODELING"
"WOS:000414844300010","2012","A Research Review on Building Information Modeling in Construction. An Area Ripe for IS Research"
"WOS:000330322400003","2012","Two Approaches to Implementing BIM in Architectural Curricula"
"WOS:000324566700086","2012","An Overview of BIM Application in the United States and China"
"WOS:000312671600004","2012","Building Information Modeling-Based Analysis to Minimize Waste Rate of Structural Reinforcement"
"WOS:000310634300100","2012","ROLES OF BIM INDUCTION AND SURVIVIN DOWN-REGULATION IN LAPATINIB-INDUCED APOPTOSIS IN BREAST CANCER CELLS WITH HER2 AMPLIFICATION"
"WOS:000337164500041","2012","Process and building information modelling in the construction industry by using information delivery manuals and model view definitions"
"WOS:000351498300065","2012","REAL-TIME RENDERING OF LARGE BUILDING INFORMATION MODELS Current state vs. state-of-the-art"
"WOS:000302670000003","2012","Efficiency analysis of Set-based Design with structural building information modeling (S-BIM) on high-rise building structures"
"WOS:000310713200011","2012","IMPLEMENTING SUCCESSFUL BUILDING INFORMATION MODELING"
"WOS:000310713200009","2012","IMPLEMENTING SUCCESSFUL BUILDING INFORMATION MODELING"
"WOS:000209701604360","2012","Identification of cis-regulatory elements in a BIM deletion polymorphism that regulate splicing and generation of non-apoptotic BIM isoforms"
"WOS:000312234601318","2012","Strategies and Frameworks for adopting Building Information Modelling (BIM) for Quantity Surveyors"
"WOS:000337164500059","2012","Bridging building information modeling and parametric design"
"WOS:000351498300054","2012","PARAMETRIC AND GENERATIVE METHODS WITH BUILDING INFORMATION MODELLING Connecting BIM with explorative design modelling"
"WOS:000307544400062","2012","EXACERBATION OF SPONTANEOUS AUTOIMMUNE NEPHRITIS FOLLOWING REGULATORY T CELL DEPLETION IN BIM KNOCKOUT MICE"
"WOS:000330322400077","2012","A Case Study of Using BIM in Historical Reconstruction The Vinohrady synagogue in Prague"
"WOS:000384558800021","2013","Building Information Modelling (2009)"
"WOS:000329679800030","2013","The Application of BIM in Architecture Design -Taking ""Step Vision"" of Contest Works for Example"
"WOS:000351496100075","2013","INDUSTRY-WIDE ADOPTION THROUGH A COMPREHENSIVE BUILDING INFORMATION MODELLING (BIM) ROADMAP AND BIM ELECTRONIC REGULATORY SUBMISSION Leadership of Singapore Government"
"WOS:000339411600018","2013","Some Issues of BIM Application in Landscape Architecture"
"WOS:000329679801271","2013","Research on the Application of BIM in EPC Delivery Model"
"WOS:000349674600127","2013","INTEGRATED BIM MANAGEMENT SYSTEM AND ITS APPLICATION ON CIVIL ENGINEERING SITES"
"WOS:000363258100062","2013","Incomplete BIM Implementation: Exploring Challenges and the Role of Product Lifecycle Management Functions"
"WOS:000341143300013","2013","VISUALIZATION OF BUILDING ENERGY PERFORMANCE IN BUILDING INFORMATION MODELS"
"WOS:000321554200006","2013","The roles of epigenetic modifications of proapoptotic BID and BIM genes in imatinib-resistant chronic myeloid leukemia cells"
"WOS:000330320600015","2013","Potentials and Barriers for Implementing BIM in the German AEC Market Results of a current market analysis"
"WOS:000317127000001","2013","Energy Modeling System Using Building Information Modeling Open Standards"
"WOS:000210030700017","2013","AN ANALYSIS OF THE DRIVERS FOR ADOPTING BUILDING INFORMATION MODELLING"
"WOS:000314446100016","2013","Protein kinase C inhibitor BIM suspended TRPV1 effect on mu-opioid receptor"
"WOS:000351496100003","2013","A THOUSAND BIM A rapid value-simulation approach to developing a BIM tool for supporting collaboration during schematic design"
"WOS:000316795100005","2013","PUMA and BIM Are Required for Oncogene Inactivation-Induced Apoptosis"
"WOS:000375256304001","2013","Strategy to incorporate BIM curriculum in Planning and Scheduling classes"
"WOS:000328272900009","2013","Isolation and structural identification of glycopolymers of Bifidobacterium bifidum BIM B-733D as putative players in pathogenesis of autoimmune thyroid diseases"
"WOS:000327670900154","2013","Building Information Modeling and Sustainable Architecture Design Analysis"
"WOS:000339624902159","2013","THE BIM DELETION POLYMORPHISM PROFILE AND ITS RELATIONSHIP WITH TKIS RESISTANCE IN CHINESE NSCLC POPULATION"
"WOS:000323108000008","2013","Return on Investment Analysis of Using Building Information Modeling in Construction"
"WOS:000214203500001","2013","Rethinking the Contractual Context for Building Information Modelling (BIM) in the Australian Built Environment Industry"
"WOS:000324537000003","2013","Using building information modelling on a highway project"
"WOS:000359802100164","2013","The BIM in Green Architectural Design Software Investigation"
"WOS:000326279900076","2013","Beyond BIM - A Classroom Approach To Virtual Design Education"
"WOS:000326982300086","2013","Facilitating Meaningful Collaboration in Architectural Design through the adoption of BIM (Building Information Modelling)"
"WOS:000363258100060","2013","Developing a Building Information Modelling Educational Framework for the Tertiary Sector in New Zealand"
"WOS:000324156700005","2013","The project benefits of Building Information Modelling (BIM)"
"WOS:000340643600051","2013","Experiencing BIM Collaboration in Education"
"WOS:000339624902096","2013","EGFR-TKI RESISTANCE DUE TO BIM POLYMORPHISM CAN BE CIRCUMVENTED IN COMBINATION WITH HDAC INHIBITION"
"WOS:000422009300008","2013","HYNEK BIM - A COLLECTION OF SACRED SONGS FROM VNOROVY"
"WOS:000336106300320","2013","The BIM 'families' based Environmental Performance Design Research"
"WOS:000335419600466","2013","Clinical significance of BIM deletion polymorphism in non-small cell lung cancer with epidermal growth factor receptor mutation."
"WOS:000328529500022","2013","Object-oriented safety planning of building construction by using Building Information Modeling"
"WOS:000375255607028","2013","Energy modeling/Simulation Using the BIM technology in the Curriculum of Architectural and Construction Engineering and Management"
"WOS:000317595800007","2013","EGFR-TKI Resistance Due to BIM Polymorphism Can Be Circumvented in Combination with HDAC Inhibition"
"WOS:000320906300005","2013","Towards cloud Augmented Reality for construction application by BIM and SNS integration"
"WOS:000313432500004","2013","Building Information Modeling in Support of Sustainable Design and Construction"
"WOS:000211659500007","2013","Building information modelling in Denmark and Iceland"
"WOS:000332232200001","2013","Enhancing Knowledge Sharing Management Using BIM Technology in Construction"
"WOS:000209487800038","2013","Sensitizing low BIM expressing breast cancers to targeted therapies"
"WOS:000331385005289","2013","Multi-Agent Chemotherapy Overcomes Steroid Resistance Conferred by a BIM Deletion Polymorphism in Pediatric Acute Lymphoblastic Leukemia (ALL)"
"WOS:000352079100016","2013","Cloud and Computer Mediated Collaboration in the Early Architectural Design Stages A study of early design stage collaboration related to BIM and the Cloud"
"WOS:000346374300097","2013","Multidisciplinary team activity using BIM and interoperability. A PhD course experience at Politecnico di Torino."
"WOS:000325646200002","2013","Ontology-Based Partial Building Information Model Extraction"
"WOS:000315548700010","2013","Historic Building Information Modelling - Adding intelligence to laser and image based surveys of European classical architecture"
"WOS:000340643600049","2013","Building Your Own Urban Tool Kit Utilizing parametric BIM components as smart early design tools for large-scale urban planning"
"WOS:000421664000004","2013","Building information modelling (BIM) for sustainable building design"
"WOS:000361239600003","2013","Building Information Modeling (BIM): A new paradigm for quality of life within Architectural, Engineering and Construction (AEC) industry"
"WOS:000336106300255","2013","The Application of BIM in Updating the Thermal Environment Design of Traditional Residences in Mountain Region- A Case of Chongqing"
"WOS:000313520300022","2013","The BCL2L11 (BIM) deletion polymorphism is a possible criterion for discontinuation of imatinib in chronic myeloid leukaemia patients"
"WOS:000361381900009","2013","Recent advances in BIMSUSTAIN: The application of building information modeling in the context of building physics and building ecology"
"WOS:000315933100008","2013","Automated construction progress measurement using a 4D building information model and 3D data"
"WOS:000315933100023","2013","Integrating BIM and GIS to improve the visual monitoring of construction supply chain management"
"WOS:000375256303007","2013","From BIM to Collaboration: A Proposed Integrated Construction curriculum"
"WOS:000330267100002","2013","VDI - Coordination Committee Building Information Modeling"
"WOS:000321092700005","2013","A conceptual framework for integrating building information modeling with augmented reality"
"WOS:000329679801199","2013","THE Exploration of BIM Technology Application in The Building Fire Emergency Plan"
"WOS:000351496100004","2013","PARAMETERIZE URBAN DESIGN CODES WITH BIM AND OBJECT-ORIENTED PROGRAMMING"
"WOS:000327561100020","2013","Providing real-estate services through the integration of 3D laser scanning and building information modelling"
"WOS:000325811400002","2013","Guideline for Building Information Modeling in Construction Engineering and Management Education"
"WOS:000339624901194","2013","ANALYSIS OF BIM DELETION POLYMORPHISM IN CHINESE PATIENTS WITH NSCLC"
"WOS:000323339800009","2013","Integrating building information modelling with sustainability to design building projects at the conceptual stage"
"WOS:000340643600054","2013","Daylight Performance Simulations and 3D Modeling in BIM and non-BIM Tools Interoperability and accuracy - an experience aiming to a more integrated and interdisciplinary approach"
"WOS:000316550900008","2013","Generic Model for Measuring Benefits of BIM as a Learning Tool in Construction Tasks"
"WOS:000325742500036","2013","Customer interactive building information modeling for apartment unit design"
"WOS:000328525700004","2013","BIMQL - An open query language for building information models"
"WOS:000346374300104","2013","BUILDING INFORMATION MODELING. AN INSTRUMENT OF KNOWLEDGE FOR THE FORTIFIED ARCHITECTURE."
"WOS:000312233700016","2013","Building Information Modeling (BIM) and Safety: Automatic Safety Checking of Construction Models and Schedules"
"WOS:000331220604066","2013","Poor predictive power of BIM deletion polymorphism for EGFR tyrosine kinase inhibitor outcome in non-small cell lung cancer patients harboring EGFR mutation."
"WOS:000328525700002","2013","Graph-based retrieval of building information models for supporting the early design stages"
"WOS:000210030700008","2013","A STUDY OF BIM COLLABORATION REQUIREMENTS AND AVAILABLE FEATURES IN EXISTING MODEL COLLABORATION SYSTEMS"
"WOS:000352079100035","2013","Construction health and safety, BIM and cloud technology"
"WOS:000311781200013","2013","Construction collaborative networks: the case study of a building information modelling-based office building project"
"WOS:000329441900017","2013","ADOPTION PROCESSES FOR EDM, EDI AND BIM TECHNOLOGIES IN THE CONSTRUCTION INDUSTRY"
"WOS:000335121000451","2013","The Obstruction to the use of Building Information Modeling in China"
"WOS:000409595500009","2013","FORMATION OF MORAL AND ECOLOGICAL CULTURE OF THE STUDENTS BY MEANS OF LITERATURE (ON THE EXAMPLE OF THE STORY BY G. TROEPOLSKI ''WHITE BIM BLACK EAR'')"
"WOS:000325742500017","2013","From justification to evaluation: Building information modeling for asset owners"
"WOS:000331272900162","2013","THE EFFECT OF BIM SILENCING BY SIRNA ON APOPTOSIS INDUCED BY HYPOXIA IN RAT CARDIOMYOCYTE"
"WOS:000319040400004","2013","Structures of cell-wall phosphate-containing glycopolymers of Bifidobacterium longum BIM B-476-D"
"WOS:000323108000012","2013","Ontology-Based Feature Modeling for Construction Information Extraction from a Building Information Model"
"WOS:000349857500057","2013","In-Building Design Based on Building Information Model"
"WOS:000400533100009","2013","Visualization in 3ds Max for Cell-DEVS models based on Building Information Modeling"
"WOS:000371647300138","2013","AN ONTOLOGY DRIVEN BIM COMPONENTS REPOSITORY: A NEW WAY TO SHARE BIM COMPONENTS"
"WOS:000330582900069","2013","Semantic Linking of Building Information Models"
"WOS:000323185101266","2013","Analysis and Application of BIM Technology in the Project Goal Control"
"WOS:000329679801186","2013","Application of BIM on Quantity Estimate for Reinforced Concrete"
"WOS:000317630700292","2013","Explore On Digital Restoration Of Historic Buildings In Colleges Based On The BIM Concept-As The Example Of Jilin Architecture And Civil Engineering Institute Hong Qi Campus"
"WOS:000315933100020","2013","Building Information Modeling (BIM) partnering framework for public construction projects"
"WOS:000350208600259","2013","Combining shape grammars and BIM in the rehabilitation design process of the bourgeois house of Oporto: the research progress"
"WOS:000322717400010","2013","FROM DESIGN TO PRE-CERTIFICATION USING BUILDING INFORMATION MODELING"
"WOS:000339624901195","2013","THE PREDICTIVE ROLE OF COMMON BIM DELETION POLYMORPHISM AND BIM EXPRESSION ON THE EGFR-TKI THERAPY IN NEVER-SMOKING LUNG ADENOCARCINOMA"
"WOS:000339411600238","2013","A New Design Concept by Using BIM for Reforming an Energy-saving Campus Building"
"WOS:000339411600027","2013","The Technique of Computer Simulation Aided Architecture Design in The BIM Environment"
"WOS:000339411600387","2013","Informationize of College Infrastructure Project Management Base on BIM Technology"
"WOS:000358415700006","2013","INTEGRATING AND MANAGING BIM IN GIS, SOFTWARE REVIEW"
"WOS:000325742500001","2013","Requirements for BIM platforms in the concrete reinforcement supply chain"
"WOS:000324486500006","2013","Epigenetic Silencing of the Proapoptotic Gene BIM in Anaplastic Large Cell Lymphoma through an MeCP2/SIN3a Deacetylating Complex"
"WOS:000345780300071","2013","Implementation of Prototype for Interoperability between BIM and GIS"
"WOS:000213338200012","2013","A case study on automated safety compliance checking to assist fall protection design and planning in building information models"
"WOS:000318184700009","2013","A GOVERNANCE APPROACH FOR BIM MANAGEMENT ACROSS LIFECYCLE AND SUPPLY CHAINS USING MIXED-MODES OF INFORMATION DELIVERY"
"WOS:000315879400004","2013","Gefitinib-Resistance Is Related to BIM Expression in Non-Small Cell Lung Cancer Cell Lines"
"WOS:000336106800339","2013","Quality and Maturity of BIM Implementation in the AECO Industry"
"WOS:000316515500003","2013","Development of Building Fire Control and Management System in BIM Environment"
"WOS:000346374300090","2013","Structural building information modeling of casale castello"
"WOS:000331220602252","2013","The BIM deletion polymorphism not associated with treatment efficacy of sorafenib for advanced hepatocellular carcinoma"
"WOS:000331139000136","2013","THE ROLE OF ENDOPLASMIC RETICULUM STRESS IN THE INJURY INDUCED BY BIM OF HYPOXIC CARDIOMYOCYTES"
"WOS:000329080300431","2013","Exploration On The Application Of Practice Teaching Based On BIM In The Architecture Design"
"WOS:000375255605035","2013","Integrating Industry BIM Practices into University Curriculum"
"WOS:000316042300001","2013","HEROIN ACTIVATES BIM VIA C-JUN N-TERMINAL KINASE/C-JUN PATHWAY TO MEDIATE NEURONAL APOPTOSIS"
"WOS:000339624905108","2013","RESISTANCE TO BH3 MIMETIC S1 IN NON-SMALL CELL LUNG CANCER CELLS THAT PHOSPHORYLATE BIM THROUGH ERK1/2 AND LEAD TO ITS PROTEASOMAL DEGRADATION"
"WOS:000325773100012","2013","Building Information Modeling Education for Construction Engineering and Management. II: Procedures and Implementation Case Study"
"WOS:000358300800009","2013","SEMI-AUTOMATIC MODELLING OF BUILDING FACADES WITH SHAPE GRAMMARS USING HISTORIC BUILDING INFORMATION MODELLING"
"WOS:000329679801209","2013","The Impact of BIM Application to the Project Organizational Process"
"WOS:000325056000033","2013","Building Information Modeling of Urban Lifeline Disaster Prevention and Mitigation"
"WOS:000325742500044","2013","Deviation analysis method for the assessment of the quality of the as-is Building Information Models generated from point cloud data"
"WOS:000331272900123","2013","PIM-2 REGULATE THE EXPRESSION OF PRO-APOPTOSIS BIM IN CARDIOMYOCYTES WHEN INJURIED BY COLD STRESS"
"WOS:000360864200012","2013","Applied visualization methods for building information models with heterogeneous sources"
"WOS:000329441900003","2013","COMBINED 3D BUILDING SURVEYING TECHNIQUES - TERRESTRIAL LASER SCANNING (TLS) AND TOTAL STATION SURVEYING FOR BIM DATA MANAGEMENT PURPOSES"
"WOS:000422273100001","2013","Polymorphism of BCL211 (BIM): an additional decision criterion before proposing the discontinuation of imatinib treatment in patients with CML?"
"WOS:000215234400005","2013","A Thermal Simulation Tool for Building and Its Interoperability through the Building Information Modeling (BIM) Platform"
"WOS:000368423200117","2013","IMPROVING TRADITIONAL BUILDING REPAIR CONSTRUCTION QUALITY USING HISTORIC BUILDING INFORMATION MODELING CONCEPT"
"WOS:000325773100001","2013","Building Information Modeling Education for Construction Engineering and Management. I: Industry Requirements, State of the Art, and Gap Analysis"
"WOS:000315933100022","2013","Automatic thermographic and RGB texture of as-built BIM for energy rehabilitation purposes"
"WOS:000219891000017","2013","Information Modeling in Creative Process. Innovative possibility of BIM in architectural and urban processes"
"WOS:000346374300106","2013","Standardisation of the design process using BIM software"
"WOS:000326602500006","2013","Dual inhibition of MEK1/2 and EGFR synergistically induces caspase-3-dependent apoptosis in EGFR inhibitor-resistant lung cancer cells via BIM upregulation"
"WOS:000325742500024","2013","Generating construction schedules through automatic data extraction using open BIM (building information modeling) technology"
"WOS:000331139000082","2013","INHIBITION OF AUTOPHAGY INDUCED BY HYPOXIA CONTRIBUTES TO APOPTOSIS VIA UPREGULATING OF BIM AND CASPASE-3 BY DOWNREGULATION OF HIF-1 IN CARDIAC MYOCYTES"
"WOS:000312233700002","2013","LicA: A BIM based automated code-checking application for water distribution systems"
"WOS:000360584300005","2013","ASSESSMENT OF INFORMATION MATURITY DURING DESIGN, OPERATION AND MAINTENANCE STAGES WITHIN BIM USE ENVIRONMENT"
"WOS:000327937000012","2013","Study on BIM Technology Teaching Under The Background of Three-dimensional Design"
"WOS:000340643600047","2013","Challenges of Integrating BIM in Architectural Education"
"WOS:000339411600386","2013","Construction Information Management Based on BIM Technology"
"WOS:000339463301318","2013","Research on BIM technology application in the construction of a subway station"
"WOS:000336106800343","2013","Bibliometric Analysis on BIM Research in China"
"WOS:000335232400071","2013","Automatic Sensor and Meter Arrangement System based on Building Information Modeling"
"WOS:000333803900335","2013","The Application of BIM in the Completion Phase"
"WOS:000339411600364","2013","Application of BIM in Construction and Analysis of Obstacles"
"WOS:000338436000122","2013","Constructability Assessment of Climbing Formwork Systems Using Building Information Modeling"
"WOS:000349167900018","2013","Secondary Developments Based on BIM Virtual Technology"
"WOS:000319824100017","2013","BECN1 and BIM interactions with MCL-1 determine fludarabine resistance in leukemic B cells"
"WOS:000350208600154","2013","Understanding the interplay between structure and architecture using building information modeling (BIM)"
"WOS:000329679801137","2013","Construction Project Cost Management Based on BIM Technology"
"WOS:000356870700049","2013","Intelligent HVAC Information Capturing System for Smart Building Information Modelling"
"WOS:000363258100061","2013","Building Information Modeling (BIM) and the Construction Management Body of Knowledge"
"WOS:000325773100009","2013","Where to Focus for Successful Adoption of Building Information Modeling within Organization"
"WOS:000320567900064","2013","Construction of the Information Model of Ancient Architecture Components Based on BIM - A Case Study Of bracket sets"
"WOS:000346798302083","2013","ACTIVE LEARNING PEDAGOGY FOR BUILDING INFORMATION MODELING IN CONSTRUCTION"
"WOS:000330341500055","2013","Research of Ontology and Semantic Web Apply for Building Information Model"
"WOS:000330191200006","2013","BID Preferentially Activates BAK while BIM Preferentially Activates BAX, Affecting Chemotherapy Response"
"WOS:000358300800013","2013","PARAMETRIC ACCURACY: BUILDING INFORMATION MODELING PROCESS APPLIED TO THE CULTURAL HERITAGE PRESERVATION"
"WOS:000320478401245","2013","An Assessment of the Accuracy of Cost Estimation Using Building Information Modeling in Design Process"
"WOS:000217423000011","2013","Analysis of BIM application relationship with integration degree of construction environment"
"WOS:000315397900087","2013","Downregulation of miR-17 similar to 92 Expression Increase Paclitaxel Sensitivity in Human Ovarian Carcinoma SKOV3-TR30 Cells via BIM Instead of PTEN"
"WOS:000400528800027","2013","Occupancy Analysis Using Building Information Modeling and Cell-DEVS Simulation"
"WOS:000329679801067","2013","Research On The Deconstruction And Application Of ""Xinya Style Architecture"" Based On Building Information Modeling Technology"
"WOS:000312233700015","2013","A knowledge-based BIM system for building maintenance"
"WOS:000337970800123","2013","Study on Collaborative Design of Green Building Based on BIM Technology"
"WOS:000346699803111","2013","TEACHING COMPREHENSIVE BUILDING DESIGN THROUGH BUILDING INFORMATION MODELING - A SHIFT IN PEDAGOGY"
"WOS:000324041600009","2013","The bHLH proteins BEE and BIM positively modulate the shade avoidance syndrome in Arabidopsis seedlings"
"WOS:000339624903325","2013","IMPACT OF EGFR T790M MUTATIONS AND BIM MRNA EXPRESSION ON PROGRESSION-FREE SURVIVAL (PFS) AND OVERALL SURVIVAL (OS) IN PATIENTS WITH EGFR-MUTANT NON-SMALL-CELL LUNG CANCER (NSCLC) TREATED WITH ERLOTINIB OR CHEMOTHERAPY IN THE RANDOMIZED PHASE III EURTAC TRIAL"
"WOS:000325742500014","2013","An integrated approach to BIM competency assessment, acquisition and application"
"WOS:000325811400005","2013","Building Information Modeling: Systematic Course Development for Undergraduate Construction Students"
"WOS:000334934700002","2013","Building Information Modeling-enhanced Team-based Learning in Construction Education"
"WOS:000400533100007","2013","Solutions for Scalability in Building Information Modeling and Simulation-Based Design"
"WOS:000335419600599","2013","R497K of EGFR and BIM deletion polymorphisms as predictive biomarkers to EGFR TKIs in NSCLCs harboring wild-type EGFR."
"WOS:000325768400014","2013","State of Practice of Building Information Modeling in Mechanical and Electrical Construction Industries"
"WOS:000327809000010","2013","The Germline BIM Deletion Polymorphism Is Not Associated with the Treatment Efficacy of Sorafenib in Patients with Advanced Hepatocellular Carcinoma"
"WOS:000368423200013","2013","JEDDAH HISTORICAL BUILDING INFORMATION MODELING ""JHBIM"" OLD JEDDAH - SAUDI ARABIA"
"WOS:000327574100001","2013","Real-time drill monitoring and control using building information models augmented with 3D imaging data"
"WOS:000318204000010","2013","Best in BIM: The AIA TAP BIM Awards"
"WOS:000396444500008","2013","Interoperability between building information models and software for lighting analysis"
"WOS:000329679801211","2013","Discussing the Influence of BIM for the Construction Project Cost"
"WOS:000329679801238","2013","Study on Process Optimization of Design Phase Based on BIM in China"
"WOS:000340643600048","2013","Attaining Performance with Building Information Modelling A systematic literature review of product and process modelling in AEC"
"WOS:000325824100012","2013","FTY720 induces apoptosis of chronic myelogenous leukemia cells via dual activation of BIM and BID and overcomes various types of resistance to tyrosine kinase inhibitors"
"WOS:000327599300020","2013","Experts discussed Construction Law and Building Information Modeling"
"WOS:000339463301308","2013","Chooseing suitable BIM software for engineering projects based on the fuzzy neural network evaluation model"
"WOS:000336337400122","2013","Usage of building information modelling for evaluation of energy efficiency"
"WOS:000353694700054","2013","Semantic Oriented Data Structuration for MABS Application to BIM Short Paper"
"WOS:000213346000003","2013","Measurement and exploration of individual beliefs about the consequences of building information modelling use"
"WOS:000348897500315","2014","Application Exploration of BIM Technology in the Design of Civil Air Defense Projects"
"WOS:000389248204011","2014","TOWARDS THE IMPLEMENTATION OF A 3D HEAT TRANSFER ANALYSIS IN DYNAMIC-BIM (DYNAMIC BUILDING INFORMATION MODELING) WORKBENCH"
"WOS:000349910204173","2014","microRNA-148a is a prognostic oncomiR that targets MIG6 and BIM to regulate EGFR and apoptosis in glioblastoma"
"WOS:000343194100008","2014","The BIM deletion polymorphism cannot account for intrinsic TKI resistance of Chinese individuals with chronic myeloid leukemia Reply"
"WOS:000335285500001","2014","The application of geometric network models and building information models in geospatial environments for fire-fighting simulations"
"WOS:000358673900005","2014","BIM DESIGN: REALISING THE CREATIVE POTENTIAL OF BUILDING INFORMATION MODELLING"
"WOS:000343806604010","2014","Succeeding with Building Information Modeling: A Case Study of BIM Diffusion in a Healthcare Construction Project"
"WOS:000380408400016","2014","Toward Automated Spatial Change Analysis of MEP Components using 3D Point Clouds and As-Designed BIM Models"
"WOS:000409701100006","2014","Effects of Building Information Modeling During Construction"
"WOS:000339531701289","2014","Higher Education Program Development for Structural Building Information Modeling(S-BIM)"
"WOS:000358673900009","2014","BIM DESIGN: REALISING THE CREATIVE POTENTIAL OF BUILDING INFORMATION MODELLING"
"WOS:000344002900005","2014","BIM Cloud Score: Benchmarking BIM Performance"
"WOS:000343296800004","2014","Pro-apoptotic BIM is an essential initiator of physiological endothelial cell death independent of regulation by FOXO3"
"WOS:000214203700008","2014","The Benefits of, and Barriers to, Implementation of 5D BIM for Quantity Surveying in New Zealand"
"WOS:000210032400017","2014","FROM BUILDING INFORMATION MODELING TO CITY INFORMATION MODELING"
"WOS:000363251200003","2014","Towards a BIM Approach for a High Performance Renovation of Apartment Buildings"
"WOS:000340405500002","2014","Developing critical success factors for the assessment of BIM technology adoption: part I. Methodology and survey"
"WOS:000344311700006","2014","1300018 Building information modelling in practice: transforming Gatwick airport, UK Discussion"
"WOS:000341478500010","2014","Building Information Modeling (BIM) application framework: The process of expanding from 3D to computable nD"
"WOS:000346543500030","2014","Cost-benefit analysis of Building Information Modeling implementation in building projects through demystification of time-effort distribution curves"
"WOS:000345282400007","2014","State of Practice of Building Information Modeling in the Electrical Construction Industry"
"WOS:000344003800008","2014","Use of Building Information Modeling in Design to Prevent Construction Worker Falls"
"WOS:000349243502154","2014","BCL2L11 (BIM) Deletion Polymorphism Is Associated with Molecular Relapse after ABL Tyrosine Kinase Inhibitor Discontinuation in Patients with Chronic Myeloid Leukemia with Complete Molecular Response"
"WOS:000361385100051","2014","Use cases for configurable building information model visualization"
